People,"Residence 1 Year Ago","Same house",677855,"(+/- 12548 )"
People,"Residence 1 Year Ago","Different house in the U.S.",41887,"(+/- 4987 )"
People,"Residence 1 Year Ago","Same county",22190,"(+/- 3090 )"
People,"Residence 1 Year Ago","Different county",19697,"(+/- 3692 )"
People,"Residence 1 Year Ago","Same state",16205,"(+/- 3586 )"
People,"Residence 1 Year Ago","Different state",3492,"(+/- 1127 )"
People,"Residence 1 Year Ago",Abroad,6447,"(+/- 1975 )"
Workers,"Employment Status","Population 16 years and over",598254,"(+/- 10471 )"
Workers,"Employment Status","In labor force",369332,"(+/- 7884 )"
Workers,"Employment Status","Civilian labor force",369244,"(+/- 7884 )"
Workers,"Employment Status",Employed,355674,"(+/- 7824 )"
Workers,"Employment Status",Unemployed,13570,"(+/- 1772 )"
Workers,"Employment Status","Armed Forces",88,"(+/- 108 )"
Workers,"Employment Status","Not in labor force",228922,"(+/- 7665 )"
Workers,"Employment Status","Civilian labor force",369244,"(+/- 7884 )"
Workers,"Employment Status","Unemployment Rate",3.7,"(+/- 0.5 )"
Workers,"Commuting to Work","Workers 16 years and over",349055,"(+/- 7747 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",238418,"(+/- 7054 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23169,"(+/- 3355 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",58160,"(+/- 3735 )"
Workers,"Commuting to Work",Walked,6216,"(+/- 1334 )"
Workers,"Commuting to Work","Other means",4020,"(+/- 1122 )"
Workers,"Commuting to Work","Worked at home",19072,"(+/- 2423 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",36.5,"(+/- 0.8 )"
Workers,Occupation,"Civilian employed population 16 years and over",355674,"(+/- 7824 )"
Workers,Occupation,"Management, business, science, and arts occupations",178668,"(+/- 6177 )"
Workers,Occupation,"Service occupations",44314,"(+/- 4027 )"
Workers,Occupation,"Sales and office occupations",93485,"(+/- 4430 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",20273,"(+/- 2504 )"
Workers,Occupation,"Production, transportation, and material moving occupations",18934,"(+/- 2331 )"
Workers,Industry,"Civilian employed population 16 years and over",355674,"(+/- 7824 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1231,"(+/- 530 )"
Workers,Industry,Construction,19931,"(+/- 2382 )"
Workers,Industry,Manufacturing,19631,"(+/- 2342 )"
Workers,Industry,"Wholesale trade",15249,"(+/- 1878 )"
Workers,Industry,"Retail trade",37781,"(+/- 2798 )"
Workers,Industry,"Transportation and warehousing, and utilities",15818,"(+/- 1958 )"
Workers,Industry,Information,13226,"(+/- 1825 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",39960,"(+/- 2927 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",47730,"(+/- 3682 )"
Workers,Industry,"Educational services, and health care and social assistance",90630,"(+/- 4624 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25068,"(+/- 3162 )"
Workers,Industry,"Other services, except public administration",15924,"(+/- 2176 )"
Workers,Industry,"Public administration",13495,"(+/- 2035 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",355674,"(+/- 7824 )"
Workers,"Class of Worker","Private wage and salary workers",281973,"(+/- 6603 )"
Workers,"Class of Worker","Government workers",51405,"(+/- 3373 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",21832,"(+/- 2288 )"
Workers,"Class of Worker","Unpaid family workers",464,"(+/- 311 )"
Housing,"Housing Occupancy","Total housing units",273740,"(+/- 5415 )"
Housing,"Housing Occupancy","Occupied housing units",247036,"(+/- 4458 )"
Housing,"Housing Occupancy","Vacant housing units",26704,"(+/- 2460 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",7.0,"(+/- 2.2 )"
Housing,"Housing Tenure","Occupied housing units",247036,"(+/- 4458 )"
Housing,"Housing Tenure",Owner-occupied,204447,"(+/- 3990 )"
Housing,"Housing Tenure",Renter-occupied,42589,"(+/- 2831 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.96,"(+/- 0.05 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.67,"(+/- 0.16 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",247036,"(+/- 4458 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",21424,"(+/- 2279 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",51631,"(+/- 3381 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",64648,"(+/- 3874 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",48129,"(+/- 3024 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",24869,"(+/- 1699 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",36335,"(+/- 2105 )"
Housing,Value,"Owner-occupied units",204447,"(+/- 3990 )"
Housing,Value,"Less than $50,000",1956,"(+/- 594 )"
Housing,Value,"$50,000 to $99,999",908,"(+/- 323 )"
Housing,Value,"$100,000 to $149,999",1493,"(+/- 523 )"
Housing,Value,"$150,000 to $199,999",4466,"(+/- 861 )"
Housing,Value,"$200,000 to $299,999",11154,"(+/- 1813 )"
Housing,Value,"$300,000 to $499,999",57757,"(+/- 3218 )"
Housing,Value,"$500,000 to $999,999",95336,"(+/- 3166 )"
Housing,Value,"$1,000,000 or more",31377,"(+/- 2120 )"
Housing,Value,"Median (dollars)",598000,"(+/- 9425 )"
Housing,"Mortgage Status","Owner-occupied units",204447,"(+/- 3990 )"
Housing,"Mortgage Status","Housing units with a mortgage",122872,"(+/- 3464 )"
Housing,"Mortgage Status","Housing units without a mortgage",81575,"(+/- 3472 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",122872,"(+/- 3464 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",469,"(+/- 316 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",3013,"(+/- 916 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",6385,"(+/- 1209 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",10566,"(+/- 1611 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",15667,"(+/- 1947 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",20069,"(+/- 1902 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",66703,"(+/- 3178 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",3142,"(+/- 61 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",81575,"(+/- 3472 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2464,"(+/- 775 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1963,"(+/- 834 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",4864,"(+/- 1004 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",5371,"(+/- 803 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",9074,"(+/- 1112 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",57839,"(+/- 2961 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1328,"(+/- 38 )"
Housing,"Gross Rent","Occupied units paying rent",40292,"(+/- 2783 )"
Housing,"Gross Rent","Less than $500",1877,"(+/- 613 )"
Housing,"Gross Rent","$500 to $999",3426,"(+/- 985 )"
Housing,"Gross Rent","$1,000 to $1,499",9270,"(+/- 1708 )"
Housing,"Gross Rent","$1,500 to $1,999",10577,"(+/- 1414 )"
Housing,"Gross Rent","$2,000 to $2,499",7733,"(+/- 1475 )"
Housing,"Gross Rent","$2,500 to $2,999",3521,"(+/- 875 )"
Housing,"Gross Rent","$3,000 or more",3888,"(+/- 1115 )"
Housing,"Gross Rent","Median (dollars)",1763,"(+/- 73 )"
Housing,"Gross Rent","No rent paid",2297,"(+/- 769 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",247036,"(+/- 4458 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",6304,"(+/- 1113 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",5925,"(+/- 1028 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",12951,"(+/- 1721 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",11834,"(+/- 1855 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",18789,"(+/- 2005 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",28078,"(+/- 2651 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",27212,"(+/- 2201 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",45841,"(+/- 3138 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",33061,"(+/- 2772 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",57041,"(+/- 2621 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",111504,"(+/- 2860 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",154143,"(+/- 3812 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",725049,"(+/- 11623 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",699075,"(+/- 11498 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",598520,"(+/- 10657 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",204894,"(+/- 8663 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",25974,"(+/- 3996 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",153373,"(+/- 6216 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3139,"(+/- 1068 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.3,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.8,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.4,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.5,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.4,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",12.5,"(+/- 4.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.2,"(+/- 8.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.7,"(+/- 21.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",5.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",5.9,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",5.7,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",3.9,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",6.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",5.0,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",4.8,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.2,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.0,"(+/- 2.4 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",176178,"(+/- 5709 )"
Education,"School Enrollment","Nursery school, preschool",11986,"(+/- 1580 )"
Education,"School Enrollment",Kindergarten,8709,"(+/- 1575 )"
Education,"School Enrollment","Elementary school (grades 1-8)",66726,"(+/- 3880 )"
Education,"School Enrollment","High school (grades 9-12)",38616,"(+/- 3314 )"
Education,"School Enrollment","College or graduate school",50141,"(+/- 3958 )"
Education,"Educational Attainment","Population 25 years and over",520941,"(+/- 9089 )"
Education,"Educational Attainment","Less than 9th grade",21192,"(+/- 3074 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",14850,"(+/- 1913 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",108397,"(+/- 5910 )"
Education,"Educational Attainment","Some college, no degree",70968,"(+/- 4413 )"
Education,"Educational Attainment","Associate's degree",36480,"(+/- 3262 )"
Education,"Educational Attainment","Bachelor's degree",141827,"(+/- 5737 )"
Education,"Educational Attainment","Graduate or professional degree",127227,"(+/- 5109 )"
Education,"Educational Attainment","Percent high school graduate or higher",93.1,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",51.6,"(+/- 1.2 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 03 Estimate","District 03 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",380744,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",149,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",29,J
Business,"Paid employees for pay period including March 12",Utilities,3177,J
Business,"Paid employees for pay period including March 12",Construction,15993,G
Business,"Paid employees for pay period including March 12",Manufacturing,12178,G
Business,"Paid employees for pay period including March 12","Wholesale trade",25808,G
Business,"Paid employees for pay period including March 12","Retail trade",41227,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8577,G
Business,"Paid employees for pay period including March 12",Information,12797,H
Business,"Paid employees for pay period including March 12","Finance and insurance",27155,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",7709,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",34216,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",17597,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",26250,G
Business,"Paid employees for pay period including March 12","Educational services",12546,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",83297,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",7508,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",26423,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",18035,G
Business,"Paid employees for pay period including March 12","Industries not classified",73,J
Business,"Annual payroll ($1,000)","Total for all sectors",23994479,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",5373,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",6522,J
Business,"Annual payroll ($1,000)",Utilities,310047,J
Business,"Annual payroll ($1,000)",Construction,1139903,G
Business,"Annual payroll ($1,000)",Manufacturing,834483,G
Business,"Annual payroll ($1,000)","Wholesale trade",1918445,G
Business,"Annual payroll ($1,000)","Retail trade",1392419,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",398351,G
Business,"Annual payroll ($1,000)",Information,1371768,J
Business,"Annual payroll ($1,000)","Finance and insurance",2537040,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",480362,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",2870234,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",2183681,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",1282901,G
Business,"Annual payroll ($1,000)","Educational services",453140,G
Business,"Annual payroll ($1,000)","Health care and social assistance",5401616,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",279738,G
Business,"Annual payroll ($1,000)","Accommodation and food services",562875,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",563650,G
Business,"Annual payroll ($1,000)","Industries not classified",1931,G
Business,"Total Establishments","Total for all sectors",29632,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",23,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",4,X
Business,"Total Establishments",Utilities,30,X
Business,"Total Establishments",Construction,2634,X
Business,"Total Establishments",Manufacturing,534,X
Business,"Total Establishments","Wholesale trade",2389,X
Business,"Total Establishments","Retail trade",3302,X
Business,"Total Establishments","Transportation and warehousing",577,X
Business,"Total Establishments",Information,467,X
Business,"Total Establishments","Finance and insurance",1953,X
Business,"Total Establishments","Real estate and rental and leasing",1799,X
Business,"Total Establishments","Professional, scientific, and technical services",4704,X
Business,"Total Establishments","Management of companies and enterprises",164,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1765,X
Business,"Total Establishments","Educational services",498,X
Business,"Total Establishments","Health care and social assistance",3440,X
Business,"Total Establishments","Arts, entertainment, and recreation",589,X
Business,"Total Establishments","Accommodation and food services",1936,X
Business,"Total Establishments","Other services (except public administration)",2749,X
Business,"Total Establishments","Industries not classified",75,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
