People,Ancestry,Lithuanian,1053,"(+/- 429 )"
People,Ancestry,Norwegian,1862,"(+/- 567 )"
People,Ancestry,Polish,22920,"(+/- 2894 )"
People,Ancestry,Portuguese,1005,"(+/- 522 )"
People,Ancestry,Russian,9461,"(+/- 1405 )"
People,Ancestry,Scotch-Irish,2144,"(+/- 734 )"
People,Ancestry,Scottish,3813,"(+/- 887 )"
People,Ancestry,Slovak,320,"(+/- 238 )"
People,Ancestry,"Subsaharan African",4825,"(+/- 1501 )"
People,Ancestry,Swedish,2637,"(+/- 724 )"
People,Ancestry,Swiss,1296,"(+/- 598 )"
People,Ancestry,Ukrainian,2741,"(+/- 875 )"
People,Ancestry,Welsh,1451,"(+/- 508 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",12950,"(+/- 2541 )"
People,"Veteran Status","Civilian population 18 years and over",586140,"(+/- 13006 )"
People,"Veteran Status","Civilian veterans",8015,"(+/- 1106 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",758322,"(+/- 18165 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",72195,"(+/- 5138 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",177188,"(+/- 8982 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",4266,"(+/- 1277 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",503400,"(+/- 12559 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",37394,"(+/- 3495 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",77734,"(+/- 3960 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",30535,"(+/- 2574 )"
People,"Residence 1 Year Ago","Population 1 year and over",751725,"(+/- 17837 )"
People,"Residence 1 Year Ago","Same house",669770,"(+/- 18460 )"
People,"Residence 1 Year Ago","Different house in the U.S.",74037,"(+/- 7775 )"
People,"Residence 1 Year Ago","Same county",42775,"(+/- 5772 )"
People,"Residence 1 Year Ago","Different county",31262,"(+/- 4532 )"
People,"Residence 1 Year Ago","Same state",20417,"(+/- 3884 )"
People,"Residence 1 Year Ago","Different state",10845,"(+/- 2251 )"
People,"Residence 1 Year Ago",Abroad,7918,"(+/- 2079 )"
Workers,"Employment Status","Population 16 years and over",603919,"(+/- 13089 )"
Workers,"Employment Status","In labor force",390324,"(+/- 9603 )"
Workers,"Employment Status","Civilian labor force",390265,"(+/- 9604 )"
Workers,"Employment Status",Employed,365936,"(+/- 9330 )"
Workers,"Employment Status",Unemployed,24329,"(+/- 2958 )"
Workers,"Employment Status","Armed Forces",59,"(+/- 98 )"
Workers,"Employment Status","Not in labor force",213595,"(+/- 8105 )"
Workers,"Employment Status","Civilian labor force",390265,"(+/- 9604 )"
Workers,"Employment Status","Unemployment Rate",6.2,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",357451,"(+/- 9163 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",43611,"(+/- 3182 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",13817,"(+/- 2251 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",229145,"(+/- 8262 )"
Workers,"Commuting to Work",Walked,44381,"(+/- 4162 )"
Workers,"Commuting to Work","Other means",10944,"(+/- 1619 )"
Workers,"Commuting to Work","Worked at home",15553,"(+/- 1999 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",39.8,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",365936,"(+/- 9330 )"
Workers,Occupation,"Management, business, science, and arts occupations",143076,"(+/- 6329 )"
Workers,Occupation,"Service occupations",89759,"(+/- 6245 )"
Workers,Occupation,"Sales and office occupations",75014,"(+/- 3854 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",22913,"(+/- 2766 )"
Workers,Occupation,"Production, transportation, and material moving occupations",35174,"(+/- 3537 )"
Workers,Industry,"Civilian employed population 16 years and over",365936,"(+/- 9330 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",853,"(+/- 652 )"
Workers,Industry,Construction,19629,"(+/- 2554 )"
Workers,Industry,Manufacturing,18660,"(+/- 2487 )"
Workers,Industry,"Wholesale trade",6966,"(+/- 1296 )"
Workers,Industry,"Retail trade",36166,"(+/- 3023 )"
Workers,Industry,"Transportation and warehousing, and utilities",18457,"(+/- 2338 )"
Workers,Industry,Information,18623,"(+/- 1880 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",26931,"(+/- 2914 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",59507,"(+/- 4645 )"
Workers,Industry,"Educational services, and health care and social assistance",74346,"(+/- 4117 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",55561,"(+/- 4371 )"
Workers,Industry,"Other services, except public administration",20426,"(+/- 2340 )"
Workers,Industry,"Public administration",9811,"(+/- 1697 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",365936,"(+/- 9330 )"
Workers,"Class of Worker","Private wage and salary workers",305970,"(+/- 8898 )"
Workers,"Class of Worker","Government workers",35403,"(+/- 2950 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",23067,"(+/- 2293 )"
Workers,"Class of Worker","Unpaid family workers",1496,"(+/- 1107 )"
Housing,"Housing Occupancy","Total housing units",278491,"(+/- 5455 )"
Housing,"Housing Occupancy","Occupied housing units",256169,"(+/- 5089 )"
Housing,"Housing Occupancy","Vacant housing units",22322,"(+/- 2521 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.0,"(+/- 0.9 )"
Housing,"Housing Occupancy","Rental vacancy rate",2.0,"(+/- 0.5 )"
Housing,"Housing Tenure","Occupied housing units",256169,"(+/- 5089 )"
Housing,"Housing Tenure",Owner-occupied,55435,"(+/- 2968 )"
Housing,"Housing Tenure",Renter-occupied,200734,"(+/- 5621 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.18,"(+/- 0.12 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.86,"(+/- 0.06 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",256169,"(+/- 5089 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",42210,"(+/- 3111 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",75919,"(+/- 3661 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",65765,"(+/- 3452 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",30768,"(+/- 2842 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",19338,"(+/- 1905 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",22169,"(+/- 2005 )"
Housing,Value,"Owner-occupied units",55435,"(+/- 2968 )"
Housing,Value,"Less than $50,000",1166,"(+/- 416 )"
Housing,Value,"$50,000 to $99,999",479,"(+/- 214 )"
Housing,Value,"$100,000 to $149,999",570,"(+/- 374 )"
Housing,Value,"$150,000 to $199,999",218,"(+/- 153 )"
Housing,Value,"$200,000 to $299,999",2111,"(+/- 597 )"
Housing,Value,"$300,000 to $499,999",11329,"(+/- 1366 )"
Housing,Value,"$500,000 to $999,999",23287,"(+/- 1932 )"
Housing,Value,"$1,000,000 or more",16275,"(+/- 1592 )"
Housing,Value,"Median (dollars)",685000,"(+/- 22714 )"
Housing,"Mortgage Status","Owner-occupied units",55435,"(+/- 2968 )"
Housing,"Mortgage Status","Housing units with a mortgage",35001,"(+/- 2185 )"
Housing,"Mortgage Status","Housing units without a mortgage",20434,"(+/- 1770 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",35001,"(+/- 2185 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",209,"(+/- 174 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",1240,"(+/- 468 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",2546,"(+/- 589 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",4004,"(+/- 888 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",5506,"(+/- 893 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",5869,"(+/- 1123 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",15627,"(+/- 1382 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2840,"(+/- 89 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",20434,"(+/- 1770 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2837,"(+/- 708 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1450,"(+/- 388 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",2083,"(+/- 564 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",3967,"(+/- 785 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",3753,"(+/- 819 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",6344,"(+/- 1053 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",802,"(+/- 42 )"
Housing,"Gross Rent","Occupied units paying rent",196274,"(+/- 5420 )"
Housing,"Gross Rent","Less than $500",27459,"(+/- 2217 )"
Housing,"Gross Rent","$500 to $999",35399,"(+/- 3190 )"
Housing,"Gross Rent","$1,000 to $1,499",48487,"(+/- 3319 )"
Housing,"Gross Rent","$1,500 to $1,999",39827,"(+/- 2772 )"
Housing,"Gross Rent","$2,000 to $2,499",20088,"(+/- 2264 )"
Housing,"Gross Rent","$2,500 to $2,999",11949,"(+/- 1702 )"
Housing,"Gross Rent","$3,000 or more",13065,"(+/- 1726 )"
Housing,"Gross Rent","Median (dollars)",1362,"(+/- 30 )"
Housing,"Gross Rent","No rent paid",4460,"(+/- 1103 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",256169,"(+/- 5089 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",26449,"(+/- 2824 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",17748,"(+/- 2186 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",27715,"(+/- 2622 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",19665,"(+/- 2217 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",27869,"(+/- 2521 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",35638,"(+/- 2988 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",27908,"(+/- 2051 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",32799,"(+/- 2478 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",18527,"(+/- 1996 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",21851,"(+/- 2181 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",55207,"(+/- 2616 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",86908,"(+/- 3791 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",758322,"(+/- 18165 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",688349,"(+/- 17310 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",380789,"(+/- 12933 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",360306,"(+/- 14791 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",69973,"(+/- 6277 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",177188,"(+/- 8982 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4669,"(+/- 1545 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",20.0,"(+/- 1.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.8,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",19.5,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",16.7,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.3,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.3,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",30.7,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.2,"(+/- 5.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.9,"(+/- 15.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",23.6,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",33.3,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",33.3,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",32.0,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",33.8,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",20.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",27.1,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",22.6,"(+/- 1.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",26.6,"(+/- 2.0 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",185718,"(+/- 9947 )"
Education,"School Enrollment","Nursery school, preschool",15932,"(+/- 1942 )"
Education,"School Enrollment",Kindergarten,11859,"(+/- 1511 )"
Education,"School Enrollment","Elementary school (grades 1-8)",75377,"(+/- 5264 )"
Education,"School Enrollment","High school (grades 9-12)",37895,"(+/- 3655 )"
Education,"School Enrollment","College or graduate school",44655,"(+/- 3399 )"
Education,"Educational Attainment","Population 25 years and over",516819,"(+/- 11813 )"
Education,"Educational Attainment","Less than 9th grade",74469,"(+/- 4898 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",70654,"(+/- 5348 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",117980,"(+/- 5890 )"
Education,"Educational Attainment","Some college, no degree",54997,"(+/- 3890 )"
Education,"Educational Attainment","Associate's degree",24613,"(+/- 2953 )"
Education,"Educational Attainment","Bachelor's degree",110060,"(+/- 5754 )"
Education,"Educational Attainment","Graduate or professional degree",64046,"(+/- 3813 )"
Education,"Educational Attainment","Percent high school graduate or higher",71.9,"(+/- 1.2 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",33.7,"(+/- 1.2 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 07 Estimate","District 07 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",210008,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",a,D
Business,"Paid employees for pay period including March 12",Utilities,g,D
Business,"Paid employees for pay period including March 12",Construction,14003,G
Business,"Paid employees for pay period including March 12",Manufacturing,11164,G
Business,"Paid employees for pay period including March 12","Wholesale trade",13859,G
Business,"Paid employees for pay period including March 12","Retail trade",23788,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7433,H
Business,"Paid employees for pay period including March 12",Information,5251,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7773,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",6066,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",10807,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1022,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",9312,G
Business,"Paid employees for pay period including March 12","Educational services",11064,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",47702,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3899,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",23276,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",12309,G
Business,"Paid employees for pay period including March 12","Industries not classified",108,H
Business,"Annual payroll ($1,000)","Total for all sectors",8942565,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",D,D
Business,"Annual payroll ($1,000)",Utilities,D,D
Business,"Annual payroll ($1,000)",Construction,877443,G
Business,"Annual payroll ($1,000)",Manufacturing,399000,G
Business,"Annual payroll ($1,000)","Wholesale trade",590825,G
Business,"Annual payroll ($1,000)","Retail trade",653451,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",281485,G
Business,"Annual payroll ($1,000)",Information,386393,G
Business,"Annual payroll ($1,000)","Finance and insurance",909459,J
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",247381,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",816025,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",63497,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",276320,G
Business,"Annual payroll ($1,000)","Educational services",354835,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1920162,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",160800,G
Business,"Annual payroll ($1,000)","Accommodation and food services",532568,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",346170,G
Business,"Annual payroll ($1,000)","Industries not classified",3027,G
Business,"Total Establishments","Total for all sectors",21862,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",1,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",1,X
Business,"Total Establishments",Utilities,13,X
Business,"Total Establishments",Construction,1585,X
Business,"Total Establishments",Manufacturing,938,X
Business,"Total Establishments","Wholesale trade",1746,X
Business,"Total Establishments","Retail trade",4162,X
Business,"Total Establishments","Transportation and warehousing",465,X
Business,"Total Establishments",Information,484,X
Business,"Total Establishments","Finance and insurance",538,X
Business,"Total Establishments","Real estate and rental and leasing",1567,X
Business,"Total Establishments","Professional, scientific, and technical services",2060,X
Business,"Total Establishments","Management of companies and enterprises",36,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",629,X
Business,"Total Establishments","Educational services",319,X
Business,"Total Establishments","Health care and social assistance",1725,X
Business,"Total Establishments","Arts, entertainment, and recreation",453,X
Business,"Total Establishments","Accommodation and food services",2740,X
Business,"Total Establishments","Other services (except public administration)",2330,X
Business,"Total Establishments","Industries not classified",70,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
