Workers,"Commuting to Work","Workers 16 years and over",289307,"(+/- 10287 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",49575,"(+/- 3844 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",10292,"(+/- 2052 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",188784,"(+/- 7837 )"
Workers,"Commuting to Work",Walked,24470,"(+/- 3262 )"
Workers,"Commuting to Work","Other means",6726,"(+/- 1554 )"
Workers,"Commuting to Work","Worked at home",9460,"(+/- 1755 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",44.2,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",299197,"(+/- 10306 )"
Workers,Occupation,"Management, business, science, and arts occupations",53418,"(+/- 4120 )"
Workers,Occupation,"Service occupations",120084,"(+/- 7056 )"
Workers,Occupation,"Sales and office occupations",66632,"(+/- 4908 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",19848,"(+/- 2459 )"
Workers,Occupation,"Production, transportation, and material moving occupations",39215,"(+/- 4106 )"
Workers,Industry,"Civilian employed population 16 years and over",299197,"(+/- 10306 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",320,"(+/- 378 )"
Workers,Industry,Construction,13301,"(+/- 1856 )"
Workers,Industry,Manufacturing,10532,"(+/- 2086 )"
Workers,Industry,"Wholesale trade",4024,"(+/- 1179 )"
Workers,Industry,"Retail trade",36067,"(+/- 3470 )"
Workers,Industry,"Transportation and warehousing, and utilities",24174,"(+/- 2633 )"
Workers,Industry,Information,3395,"(+/- 1066 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",19003,"(+/- 2805 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",24664,"(+/- 3026 )"
Workers,Industry,"Educational services, and health care and social assistance",94182,"(+/- 5843 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",41741,"(+/- 4217 )"
Workers,Industry,"Other services, except public administration",19489,"(+/- 2899 )"
Workers,Industry,"Public administration",8305,"(+/- 1479 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",299197,"(+/- 10306 )"
Workers,"Class of Worker","Private wage and salary workers",245460,"(+/- 9893 )"
Workers,"Class of Worker","Government workers",36864,"(+/- 3493 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16635,"(+/- 2242 )"
Workers,"Class of Worker","Unpaid family workers",238,"(+/- 246 )"
Housing,"Housing Occupancy","Total housing units",268303,"(+/- 4797 )"
Housing,"Housing Occupancy","Occupied housing units",253527,"(+/- 4945 )"
Housing,"Housing Occupancy","Vacant housing units",14776,"(+/- 1869 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.6,"(+/- 1.4 )"
Housing,"Housing Occupancy","Rental vacancy rate",1.9,"(+/- 0.4 )"
Housing,"Housing Tenure","Occupied housing units",253527,"(+/- 4945 )"
Housing,"Housing Tenure",Owner-occupied,22203,"(+/- 2042 )"
Housing,"Housing Tenure",Renter-occupied,231324,"(+/- 5366 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.21,"(+/- 0.20 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.93,"(+/- 0.05 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",253527,"(+/- 4945 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",30939,"(+/- 2994 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",77016,"(+/- 4350 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",77862,"(+/- 3351 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37134,"(+/- 3426 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",16852,"(+/- 2166 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",13724,"(+/- 1488 )"
Housing,Value,"Owner-occupied units",22203,"(+/- 2042 )"
Housing,Value,"Less than $50,000",2144,"(+/- 683 )"
Housing,Value,"$50,000 to $99,999",1647,"(+/- 569 )"
Housing,Value,"$100,000 to $149,999",1008,"(+/- 458 )"
Housing,Value,"$150,000 to $199,999",542,"(+/- 258 )"
Housing,Value,"$200,000 to $299,999",2257,"(+/- 657 )"
Housing,Value,"$300,000 to $499,999",9695,"(+/- 1642 )"
Housing,Value,"$500,000 to $999,999",4466,"(+/- 958 )"
Housing,Value,"$1,000,000 or more",444,"(+/- 410 )"
Housing,Value,"Median (dollars)",388200,"(+/- 24429 )"
Housing,"Mortgage Status","Owner-occupied units",22203,"(+/- 2042 )"
Housing,"Mortgage Status","Housing units with a mortgage",13872,"(+/- 1559 )"
Housing,"Mortgage Status","Housing units without a mortgage",8331,"(+/- 1270 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",13872,"(+/- 1559 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",259,"(+/- 242 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",997,"(+/- 386 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",1006,"(+/- 388 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",2100,"(+/- 692 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",3263,"(+/- 940 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",2945,"(+/- 955 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",3302,"(+/- 916 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2394,"(+/- 131 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",8331,"(+/- 1270 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2728,"(+/- 638 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",339,"(+/- 214 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",919,"(+/- 490 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",1776,"(+/- 616 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",1113,"(+/- 474 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",1456,"(+/- 538 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",654,"(+/- 54 )"
Housing,"Gross Rent","Occupied units paying rent",224775,"(+/- 5256 )"
Housing,"Gross Rent","Less than $500",45762,"(+/- 3104 )"
Housing,"Gross Rent","$500 to $999",56762,"(+/- 3993 )"
Housing,"Gross Rent","$1,000 to $1,499",90205,"(+/- 4937 )"
Housing,"Gross Rent","$1,500 to $1,999",27415,"(+/- 2634 )"
Housing,"Gross Rent","$2,000 to $2,499",3710,"(+/- 1118 )"
Housing,"Gross Rent","$2,500 to $2,999",573,"(+/- 438 )"
Housing,"Gross Rent","$3,000 or more",348,"(+/- 251 )"
Housing,"Gross Rent","Median (dollars)",1047,"(+/- 19 )"
Housing,"Gross Rent","No rent paid",6549,"(+/- 1475 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",253527,"(+/- 4945 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",48756,"(+/- 3609 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",28106,"(+/- 2868 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",37584,"(+/- 3080 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",28199,"(+/- 2934 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",36611,"(+/- 3337 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",35256,"(+/- 3343 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",18056,"(+/- 2428 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",15380,"(+/- 2277 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",3570,"(+/- 766 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",2009,"(+/- 734 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",29234,"(+/- 1776 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",42081,"(+/- 1774 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",765494,"(+/- 19152 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",694294,"(+/- 17522 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",282150,"(+/- 13356 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",482955,"(+/- 17065 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",71200,"(+/- 6435 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",216756,"(+/- 8103 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2966,"(+/- 857 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",32.5,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",41.4,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.2,"(+/- 9.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",19.7,"(+/- 2.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.4,"(+/- 4.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",21.1,"(+/- 11.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",44.1,"(+/- 2.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",53.7,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",47.6,"(+/- 12.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",36.0,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",47.2,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",47.0,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",47.7,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",46.8,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",31.6,"(+/- 1.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",32.4,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",33.4,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",48.2,"(+/- 2.9 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",236117,"(+/- 9371 )"
Education,"School Enrollment","Nursery school, preschool",11681,"(+/- 1895 )"
Education,"School Enrollment",Kindergarten,14087,"(+/- 1846 )"
Education,"School Enrollment","Elementary school (grades 1-8)",101255,"(+/- 5113 )"
Education,"School Enrollment","High school (grades 9-12)",51979,"(+/- 3571 )"
Education,"School Enrollment","College or graduate school",57115,"(+/- 4594 )"
Education,"Educational Attainment","Population 25 years and over",459976,"(+/- 11686 )"
Education,"Educational Attainment","Less than 9th grade",79367,"(+/- 4604 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",79279,"(+/- 5060 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",127480,"(+/- 6772 )"
Education,"Educational Attainment","Some college, no degree",85176,"(+/- 5732 )"
Education,"Educational Attainment","Associate's degree",31481,"(+/- 3470 )"
Education,"Educational Attainment","Bachelor's degree",42846,"(+/- 3396 )"
Education,"Educational Attainment","Graduate or professional degree",14347,"(+/- 1931 )"
Education,"Educational Attainment","Percent high school graduate or higher",65.5,"(+/- 1.2 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",12.4,"(+/- 0.8 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 15 Estimate","District 15 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",123074,G
Business,"Paid employees for pay period including March 12",Utilities,e,D
Business,"Paid employees for pay period including March 12",Construction,5790,G
Business,"Paid employees for pay period including March 12",Manufacturing,4847,G
Business,"Paid employees for pay period including March 12","Wholesale trade",10295,G
Business,"Paid employees for pay period including March 12","Retail trade",17058,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6190,G
Business,"Paid employees for pay period including March 12",Information,1658,H
Business,"Paid employees for pay period including March 12","Finance and insurance",1329,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4681,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",2381,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",409,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",5235,H
Business,"Paid employees for pay period including March 12","Educational services",8360,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",39149,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2392,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",8366,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",4521,G
Business,"Paid employees for pay period including March 12","Industries not classified",12,J
Business,"Annual payroll ($1,000)","Total for all sectors",5270249,G
Business,"Annual payroll ($1,000)",Utilities,D,D
Business,"Annual payroll ($1,000)",Construction,382930,G
Business,"Annual payroll ($1,000)",Manufacturing,216261,G
Business,"Annual payroll ($1,000)","Wholesale trade",649911,G
Business,"Annual payroll ($1,000)","Retail trade",382754,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",229808,G
Business,"Annual payroll ($1,000)",Information,109914,J
Business,"Annual payroll ($1,000)","Finance and insurance",52032,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",156684,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",101376,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",25536,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",166425,G
Business,"Annual payroll ($1,000)","Educational services",326758,H
Business,"Annual payroll ($1,000)","Health care and social assistance",1763813,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",385464,J
Business,"Annual payroll ($1,000)","Accommodation and food services",147710,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",127417,G
Business,"Annual payroll ($1,000)","Industries not classified",252,G
Business,"Total Establishments","Total for all sectors",9084,X
Business,"Total Establishments",Utilities,2,X
Business,"Total Establishments",Construction,445,X
Business,"Total Establishments",Manufacturing,209,X
Business,"Total Establishments","Wholesale trade",495,X
Business,"Total Establishments","Retail trade",2430,X
Business,"Total Establishments","Transportation and warehousing",269,X
Business,"Total Establishments",Information,98,X
Business,"Total Establishments","Finance and insurance",217,X
Business,"Total Establishments","Real estate and rental and leasing",1189,X
Business,"Total Establishments","Professional, scientific, and technical services",268,X
Business,"Total Establishments","Management of companies and enterprises",16,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",204,X
Business,"Total Establishments","Educational services",146,X
Business,"Total Establishments","Health care and social assistance",1085,X
Business,"Total Establishments","Arts, entertainment, and recreation",40,X
Business,"Total Establishments","Accommodation and food services",908,X
Business,"Total Establishments","Other services (except public administration)",1048,X
Business,"Total Establishments","Industries not classified",15,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
