Workers,Industry,Information,10791,"(+/- 1972 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",39043,"(+/- 3386 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",37696,"(+/- 2930 )"
Workers,Industry,"Educational services, and health care and social assistance",83978,"(+/- 3822 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",41761,"(+/- 3529 )"
Workers,Industry,"Other services, except public administration",31697,"(+/- 3918 )"
Workers,Industry,"Public administration",14989,"(+/- 1921 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",370630,"(+/- 9553 )"
Workers,"Class of Worker","Private wage and salary workers",300856,"(+/- 8904 )"
Workers,"Class of Worker","Government workers",49929,"(+/- 3728 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",19382,"(+/- 2247 )"
Workers,"Class of Worker","Unpaid family workers",463,"(+/- 345 )"
Housing,"Housing Occupancy","Total housing units",296048,"(+/- 5557 )"
Housing,"Housing Occupancy","Occupied housing units",266579,"(+/- 5283 )"
Housing,"Housing Occupancy","Vacant housing units",29469,"(+/- 3294 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.9,"(+/- 0.9 )"
Housing,"Housing Occupancy","Rental vacancy rate",3.4,"(+/- 1.0 )"
Housing,"Housing Tenure","Occupied housing units",266579,"(+/- 5283 )"
Housing,"Housing Tenure",Owner-occupied,119989,"(+/- 3868 )"
Housing,"Housing Tenure",Renter-occupied,146590,"(+/- 5112 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.88,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.74,"(+/- 0.07 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",266579,"(+/- 5283 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",33168,"(+/- 2856 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",78552,"(+/- 4340 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",67970,"(+/- 3506 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",40501,"(+/- 2844 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",18904,"(+/- 1730 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",27484,"(+/- 2239 )"
Housing,Value,"Owner-occupied units",119989,"(+/- 3868 )"
Housing,Value,"Less than $50,000",2438,"(+/- 994 )"
Housing,Value,"$50,000 to $99,999",1094,"(+/- 535 )"
Housing,Value,"$100,000 to $149,999",3868,"(+/- 891 )"
Housing,Value,"$150,000 to $199,999",7684,"(+/- 1218 )"
Housing,Value,"$200,000 to $299,999",17070,"(+/- 1621 )"
Housing,Value,"$300,000 to $499,999",16369,"(+/- 1725 )"
Housing,Value,"$500,000 to $999,999",62576,"(+/- 2999 )"
Housing,Value,"$1,000,000 or more",8890,"(+/- 1352 )"
Housing,Value,"Median (dollars)",576900,"(+/- 12857 )"
Housing,"Mortgage Status","Owner-occupied units",119989,"(+/- 3868 )"
Housing,"Mortgage Status","Housing units with a mortgage",59661,"(+/- 3184 )"
Housing,"Mortgage Status","Housing units without a mortgage",60328,"(+/- 3066 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",59661,"(+/- 3184 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",756,"(+/- 394 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",5337,"(+/- 904 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",7022,"(+/- 1094 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",10406,"(+/- 1516 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",10129,"(+/- 1438 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",8539,"(+/- 1047 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",17472,"(+/- 1901 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2311,"(+/- 73 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",60328,"(+/- 3066 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",10583,"(+/- 1833 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",4373,"(+/- 956 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",6576,"(+/- 1158 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",9291,"(+/- 1134 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",12382,"(+/- 1436 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",17123,"(+/- 1605 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",803,"(+/- 23 )"
Housing,"Gross Rent","Occupied units paying rent",138542,"(+/- 4819 )"
Housing,"Gross Rent","Less than $500",3837,"(+/- 1006 )"
Housing,"Gross Rent","$500 to $999",17244,"(+/- 1976 )"
Housing,"Gross Rent","$1,000 to $1,499",48281,"(+/- 3509 )"
Housing,"Gross Rent","$1,500 to $1,999",48254,"(+/- 3453 )"
Housing,"Gross Rent","$2,000 to $2,499",15717,"(+/- 1939 )"
Housing,"Gross Rent","$2,500 to $2,999",2801,"(+/- 801 )"
Housing,"Gross Rent","$3,000 or more",2408,"(+/- 589 )"
Housing,"Gross Rent","Median (dollars)",1499,"(+/- 27 )"
Housing,"Gross Rent","No rent paid",8048,"(+/- 1731 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",266579,"(+/- 5283 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",21006,"(+/- 2421 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",12345,"(+/- 1983 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",25697,"(+/- 2551 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",24757,"(+/- 2139 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",28264,"(+/- 2193 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",43591,"(+/- 2914 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",35568,"(+/- 2798 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",41489,"(+/- 2972 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",18264,"(+/- 1926 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",15598,"(+/- 1786 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",61956,"(+/- 2069 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",80342,"(+/- 2579 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",749219,"(+/- 17024 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",672608,"(+/- 16424 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",442771,"(+/- 12488 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",291206,"(+/- 11242 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",76611,"(+/- 7643 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",145026,"(+/- 7330 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3545,"(+/- 1441 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.4,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",14.9,"(+/- 2.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.5,"(+/- 4.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",9.7,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.6,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.2,"(+/- 3.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",18.0,"(+/- 3.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",27.4,"(+/- 7.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",36.8,"(+/- 17.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.2,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",17.0,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",16.8,"(+/- 2.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",15.1,"(+/- 4.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.5,"(+/- 3.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.5,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",16.5,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.7,"(+/- 2.1 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",170622,"(+/- 7856 )"
Education,"School Enrollment","Nursery school, preschool",8600,"(+/- 1520 )"
Education,"School Enrollment",Kindergarten,9445,"(+/- 1660 )"
Education,"School Enrollment","Elementary school (grades 1-8)",62148,"(+/- 4493 )"
Education,"School Enrollment","High school (grades 9-12)",31232,"(+/- 3101 )"
Education,"School Enrollment","College or graduate school",59197,"(+/- 3999 )"
Education,"Educational Attainment","Population 25 years and over",556219,"(+/- 11355 )"
Education,"Educational Attainment","Less than 9th grade",47229,"(+/- 3744 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",43554,"(+/- 3981 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",143276,"(+/- 5943 )"
Education,"Educational Attainment","Some college, no degree",75440,"(+/- 5281 )"
Education,"Educational Attainment","Associate's degree",47282,"(+/- 3503 )"
Education,"Educational Attainment","Bachelor's degree",117229,"(+/- 6043 )"
Education,"Educational Attainment","Graduate or professional degree",82209,"(+/- 4885 )"
Education,"Educational Attainment","Percent high school graduate or higher",83.7,"(+/- 1.0 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",35.9,"(+/- 1.2 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 06 Estimate","District 06 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",171117,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D
Business,"Paid employees for pay period including March 12",Utilities,f,D
Business,"Paid employees for pay period including March 12",Construction,11336,G
Business,"Paid employees for pay period including March 12",Manufacturing,4462,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5664,G
Business,"Paid employees for pay period including March 12","Retail trade",24304,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",1957,H
Business,"Paid employees for pay period including March 12",Information,2357,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5948,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4547,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6567,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",323,J
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6564,G
Business,"Paid employees for pay period including March 12","Educational services",4885,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",64629,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",1485,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",14856,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",10297,G
Business,"Paid employees for pay period including March 12","Industries not classified",71,H
Business,"Annual payroll ($1,000)","Total for all sectors",6774639,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D
Business,"Annual payroll ($1,000)",Utilities,D,D
Business,"Annual payroll ($1,000)",Construction,740283,G
Business,"Annual payroll ($1,000)",Manufacturing,198856,G
Business,"Annual payroll ($1,000)","Wholesale trade",228878,G
Business,"Annual payroll ($1,000)","Retail trade",652272,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",58436,G
Business,"Annual payroll ($1,000)",Information,127678,G
Business,"Annual payroll ($1,000)","Finance and insurance",438521,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",206156,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",302321,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",32508,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",342134,H
Business,"Annual payroll ($1,000)","Educational services",157580,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2614886,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",29280,G
Business,"Annual payroll ($1,000)","Accommodation and food services",269675,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",285095,G
Business,"Annual payroll ($1,000)","Industries not classified",1116,G
Business,"Total Establishments","Total for all sectors",18350,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",2,X
Business,"Total Establishments",Utilities,4,X
Business,"Total Establishments",Construction,1824,X
Business,"Total Establishments",Manufacturing,309,X
Business,"Total Establishments","Wholesale trade",1317,X
Business,"Total Establishments","Retail trade",2677,X
Business,"Total Establishments","Transportation and warehousing",569,X
Business,"Total Establishments",Information,181,X
Business,"Total Establishments","Finance and insurance",592,X
Business,"Total Establishments","Real estate and rental and leasing",1229,X
Business,"Total Establishments","Professional, scientific, and technical services",1724,X
Business,"Total Establishments","Management of companies and enterprises",20,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",743,X
Business,"Total Establishments","Educational services",366,X
Business,"Total Establishments","Health care and social assistance",2505,X
Business,"Total Establishments","Arts, entertainment, and recreation",137,X
Business,"Total Establishments","Accommodation and food services",1751,X
Business,"Total Establishments","Other services (except public administration)",2359,X
Business,"Total Establishments","Industries not classified",41,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
