People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",457534,"(+/- 7158 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",31925,"(+/- 2553 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",111431,"(+/- 3140 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",37500,"(+/- 2990 )"
People,"Residence 1 Year Ago","Population 1 year and over",727353,"(+/- 11439 )"
People,"Residence 1 Year Ago","Same house",672848,"(+/- 11571 )"
People,"Residence 1 Year Ago","Different house in the U.S.",50227,"(+/- 6118 )"
People,"Residence 1 Year Ago","Same county",33425,"(+/- 5265 )"
People,"Residence 1 Year Ago","Different county",16802,"(+/- 2858 )"
People,"Residence 1 Year Ago","Same state",12232,"(+/- 2930 )"
People,"Residence 1 Year Ago","Different state",4570,"(+/- 1182 )"
People,"Residence 1 Year Ago",Abroad,4278,"(+/- 1161 )"
Workers,"Employment Status","Population 16 years and over",590783,"(+/- 8632 )"
Workers,"Employment Status","In labor force",352223,"(+/- 8423 )"
Workers,"Employment Status","Civilian labor force",351870,"(+/- 8380 )"
Workers,"Employment Status",Employed,332063,"(+/- 8690 )"
Workers,"Employment Status",Unemployed,19807,"(+/- 2306 )"
Workers,"Employment Status","Armed Forces",353,"(+/- 253 )"
Workers,"Employment Status","Not in labor force",238560,"(+/- 7573 )"
Workers,"Employment Status","Civilian labor force",351870,"(+/- 8380 )"
Workers,"Employment Status","Unemployment Rate",5.6,"(+/- 0.7 )"
Workers,"Commuting to Work","Workers 16 years and over",328297,"(+/- 8689 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",148098,"(+/- 6289 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",20996,"(+/- 2370 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",127922,"(+/- 5287 )"
Workers,"Commuting to Work",Walked,14112,"(+/- 1725 )"
Workers,"Commuting to Work","Other means",3945,"(+/- 925 )"
Workers,"Commuting to Work","Worked at home",13224,"(+/- 2432 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",44.5,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",332063,"(+/- 8690 )"
Workers,Occupation,"Management, business, science, and arts occupations",134903,"(+/- 4623 )"
Workers,Occupation,"Service occupations",62741,"(+/- 4145 )"
Workers,Occupation,"Sales and office occupations",77135,"(+/- 4425 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",27344,"(+/- 2590 )"
Workers,Occupation,"Production, transportation, and material moving occupations",29940,"(+/- 3092 )"
Workers,Industry,"Civilian employed population 16 years and over",332063,"(+/- 8690 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",203,"(+/- 216 )"
Workers,Industry,Construction,22969,"(+/- 2877 )"
Workers,Industry,Manufacturing,8992,"(+/- 1561 )"
Workers,Industry,"Wholesale trade",7355,"(+/- 1354 )"
Workers,Industry,"Retail trade",34365,"(+/- 2912 )"
Workers,Industry,"Transportation and warehousing, and utilities",26591,"(+/- 2511 )"
Workers,Industry,Information,9353,"(+/- 1337 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",33260,"(+/- 2861 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",36592,"(+/- 3071 )"
Workers,Industry,"Educational services, and health care and social assistance",90758,"(+/- 4919 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",25244,"(+/- 2109 )"
Workers,Industry,"Other services, except public administration",16180,"(+/- 1953 )"
Workers,Industry,"Public administration",20201,"(+/- 2182 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",332063,"(+/- 8690 )"
Workers,"Class of Worker","Private wage and salary workers",254727,"(+/- 8131 )"
Workers,"Class of Worker","Government workers",60793,"(+/- 3318 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16425,"(+/- 2255 )"
Workers,"Class of Worker","Unpaid family workers",118,"(+/- 117 )"
Housing,"Housing Occupancy","Total housing units",283049,"(+/- 3104 )"
Housing,"Housing Occupancy","Occupied housing units",257947,"(+/- 3775 )"
Housing,"Housing Occupancy","Vacant housing units",25102,"(+/- 2830 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",2.2,"(+/- 0.8 )"
Housing,"Housing Occupancy","Rental vacancy rate",5.5,"(+/- 1.2 )"
Housing,"Housing Tenure","Occupied housing units",257947,"(+/- 3775 )"
Housing,"Housing Tenure",Owner-occupied,153732,"(+/- 3926 )"
Housing,"Housing Tenure",Renter-occupied,104215,"(+/- 4582 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.00,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.56,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",257947,"(+/- 3775 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",30850,"(+/- 2826 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",63586,"(+/- 3811 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",71283,"(+/- 3872 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",44965,"(+/- 2571 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",21573,"(+/- 1698 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",25690,"(+/- 2004 )"
Housing,Value,"Owner-occupied units",153732,"(+/- 3926 )"
Housing,Value,"Less than $50,000",1286,"(+/- 470 )"
Housing,Value,"$50,000 to $99,999",1153,"(+/- 444 )"
Housing,Value,"$100,000 to $149,999",1561,"(+/- 514 )"
Housing,Value,"$150,000 to $199,999",1901,"(+/- 571 )"
Housing,Value,"$200,000 to $299,999",11964,"(+/- 1619 )"
Housing,Value,"$300,000 to $499,999",57265,"(+/- 3160 )"
Housing,Value,"$500,000 to $999,999",66338,"(+/- 3179 )"
Housing,Value,"$1,000,000 or more",12264,"(+/- 1259 )"
Housing,Value,"Median (dollars)",509400,"(+/- 13564 )"
Housing,"Mortgage Status","Owner-occupied units",153732,"(+/- 3926 )"
Housing,"Mortgage Status","Housing units with a mortgage",100136,"(+/- 3950 )"
Housing,"Mortgage Status","Housing units without a mortgage",53596,"(+/- 2949 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",100136,"(+/- 3950 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",231,"(+/- 185 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",3381,"(+/- 650 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",11434,"(+/- 1822 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",15301,"(+/- 1710 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",23046,"(+/- 2231 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",18340,"(+/- 1984 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",28403,"(+/- 2595 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2428,"(+/- 47 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",53596,"(+/- 2949 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",2306,"(+/- 569 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1669,"(+/- 499 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",7297,"(+/- 1116 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",13538,"(+/- 1599 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",12687,"(+/- 1503 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",16099,"(+/- 1705 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",833,"(+/- 21 )"
Housing,"Gross Rent","Occupied units paying rent",100718,"(+/- 4438 )"
Housing,"Gross Rent","Less than $500",8363,"(+/- 1490 )"
Housing,"Gross Rent","$500 to $999",15350,"(+/- 2274 )"
Housing,"Gross Rent","$1,000 to $1,499",42189,"(+/- 2677 )"
Housing,"Gross Rent","$1,500 to $1,999",26699,"(+/- 2830 )"
Housing,"Gross Rent","$2,000 to $2,499",6227,"(+/- 1260 )"
Housing,"Gross Rent","$2,500 to $2,999",1210,"(+/- 476 )"
Housing,"Gross Rent","$3,000 or more",680,"(+/- 335 )"
Housing,"Gross Rent","Median (dollars)",1333,"(+/- 23 )"
Housing,"Gross Rent","No rent paid",3497,"(+/- 1008 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",257947,"(+/- 3775 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",21818,"(+/- 2579 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",9020,"(+/- 1312 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",21772,"(+/- 2181 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",19460,"(+/- 2375 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",25368,"(+/- 2405 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",36622,"(+/- 3147 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",31545,"(+/- 2576 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",47986,"(+/- 3124 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",22202,"(+/- 2134 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",22154,"(+/- 1962 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",71072,"(+/- 2258 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",91390,"(+/- 2540 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",730723,"(+/- 11713 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",690442,"(+/- 11387 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",487893,"(+/- 9729 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",271560,"(+/- 10439 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",40281,"(+/- 4744 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",161758,"(+/- 5515 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",2620,"(+/- 1027 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.0,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.5,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.3,"(+/- 4.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",7.7,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",10.9,"(+/- 2.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.6,"(+/- 4.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",24.0,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",40.4,"(+/- 7.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",35.2,"(+/- 18.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",14.1,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",20.0,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.9,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",19.9,"(+/- 4.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",19.9,"(+/- 2.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.4,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",14.0,"(+/- 1.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",11.9,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.8,"(+/- 2.3 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",178860,"(+/- 6349 )"
Education,"School Enrollment","Nursery school, preschool",11163,"(+/- 1671 )"
Education,"School Enrollment",Kindergarten,10219,"(+/- 1549 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70035,"(+/- 3804 )"
Education,"School Enrollment","High school (grades 9-12)",36328,"(+/- 2211 )"
Education,"School Enrollment","College or graduate school",51115,"(+/- 4060 )"
Education,"Educational Attainment","Population 25 years and over",511976,"(+/- 7141 )"
Education,"Educational Attainment","Less than 9th grade",35686,"(+/- 3390 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",35551,"(+/- 3239 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",143873,"(+/- 6121 )"
Education,"Educational Attainment","Some college, no degree",82506,"(+/- 4199 )"
Education,"Educational Attainment","Associate's degree",37991,"(+/- 3495 )"
Education,"Educational Attainment","Bachelor's degree",106775,"(+/- 4759 )"
Education,"Educational Attainment","Graduate or professional degree",69594,"(+/- 3893 )"
Education,"Educational Attainment","Percent high school graduate or higher",86.1,"(+/- 0.9 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",34.4,"(+/- 1.1 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 11 Estimate","District 11 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",152306,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D
Business,"Paid employees for pay period including March 12",Utilities,824,H
Business,"Paid employees for pay period including March 12",Construction,10216,G
Business,"Paid employees for pay period including March 12",Manufacturing,1605,G
Business,"Paid employees for pay period including March 12","Wholesale trade",3131,G
Business,"Paid employees for pay period including March 12","Retail trade",25066,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",5441,G
Business,"Paid employees for pay period including March 12",Information,2389,G
Business,"Paid employees for pay period including March 12","Finance and insurance",3615,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2527,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5563,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",467,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",5377,G
Business,"Paid employees for pay period including March 12","Educational services",8140,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",54330,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",2410,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",12509,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8680,G
Business,"Paid employees for pay period including March 12","Industries not classified",15,G
Business,"Annual payroll ($1,000)","Total for all sectors",5995693,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D
Business,"Annual payroll ($1,000)",Utilities,78821,H
Business,"Annual payroll ($1,000)",Construction,608492,G
Business,"Annual payroll ($1,000)",Manufacturing,75561,G
Business,"Annual payroll ($1,000)","Wholesale trade",172239,G
Business,"Annual payroll ($1,000)","Retail trade",638981,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",316445,G
Business,"Annual payroll ($1,000)",Information,142631,G
Business,"Annual payroll ($1,000)","Finance and insurance",241068,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",102803,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",267024,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",27008,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",196326,G
Business,"Annual payroll ($1,000)","Educational services",251018,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2405251,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",50088,G
Business,"Annual payroll ($1,000)","Accommodation and food services",217006,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",204485,G
Business,"Annual payroll ($1,000)","Industries not classified",441,G
Business,"Total Establishments","Total for all sectors",15997,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",1,X
Business,"Total Establishments",Utilities,9,X
Business,"Total Establishments",Construction,1805,X
Business,"Total Establishments",Manufacturing,236,X
Business,"Total Establishments","Wholesale trade",787,X
Business,"Total Establishments","Retail trade",2604,X
Business,"Total Establishments","Transportation and warehousing",577,X
Business,"Total Establishments",Information,172,X
Business,"Total Establishments","Finance and insurance",620,X
Business,"Total Establishments","Real estate and rental and leasing",843,X
Business,"Total Establishments","Professional, scientific, and technical services",1536,X
Business,"Total Establishments","Management of companies and enterprises",31,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",664,X
Business,"Total Establishments","Educational services",292,X
Business,"Total Establishments","Health care and social assistance",2372,X
Business,"Total Establishments","Arts, entertainment, and recreation",196,X
Business,"Total Establishments","Accommodation and food services",1435,X
Business,"Total Establishments","Other services (except public administration)",1794,X
Business,"Total Establishments","Industries not classified",23,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
