People,Ancestry,"Subsaharan African",3268,"(+/- 1476 )"
People,Ancestry,Swedish,2395,"(+/- 849 )"
People,Ancestry,Swiss,648,"(+/- 415 )"
People,Ancestry,Ukrainian,2950,"(+/- 1149 )"
People,Ancestry,Welsh,1141,"(+/- 823 )"
People,Ancestry,"West Indian (excluding Hispanic origin groups)",39255,"(+/- 5607 )"
People,"Veteran Status","Civilian population 18 years and over",560314,"(+/- 9505 )"
People,"Veteran Status","Civilian veterans",23299,"(+/- 2107 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Total civilian noninstitutionalized population",717958,"(+/- 13483 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",59072,"(+/- 4027 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","Under 18 years",162768,"(+/- 6254 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",3733,"(+/- 1073 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",439362,"(+/- 9880 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",22251,"(+/- 2339 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",115828,"(+/- 3313 )"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",33088,"(+/- 2527 )"
People,"Residence 1 Year Ago","Population 1 year and over",715961,"(+/- 12973 )"
People,"Residence 1 Year Ago","Same house",670511,"(+/- 13415 )"
People,"Residence 1 Year Ago","Different house in the U.S.",43245,"(+/- 4715 )"
People,"Residence 1 Year Ago","Same county",21768,"(+/- 3492 )"
People,"Residence 1 Year Ago","Different county",21477,"(+/- 3886 )"
People,"Residence 1 Year Ago","Same state",16840,"(+/- 3873 )"
People,"Residence 1 Year Ago","Different state",4637,"(+/- 1867 )"
People,"Residence 1 Year Ago",Abroad,2205,"(+/- 898 )"
Workers,"Employment Status","Population 16 years and over",581014,"(+/- 9773 )"
Workers,"Employment Status","In labor force",374456,"(+/- 9645 )"
Workers,"Employment Status","Civilian labor force",374272,"(+/- 9688 )"
Workers,"Employment Status",Employed,358206,"(+/- 9300 )"
Workers,"Employment Status",Unemployed,16066,"(+/- 2162 )"
Workers,"Employment Status","Armed Forces",184,"(+/- 248 )"
Workers,"Employment Status","Not in labor force",206558,"(+/- 6103 )"
Workers,"Employment Status","Civilian labor force",374272,"(+/- 9688 )"
Workers,"Employment Status","Unemployment Rate",4.3,"(+/- 0.6 )"
Workers,"Commuting to Work","Workers 16 years and over",351981,"(+/- 8997 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",237519,"(+/- 8325 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",24265,"(+/- 2989 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",61174,"(+/- 3847 )"
Workers,"Commuting to Work",Walked,10613,"(+/- 2149 )"
Workers,"Commuting to Work","Other means",3205,"(+/- 1116 )"
Workers,"Commuting to Work","Worked at home",15205,"(+/- 1831 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",35.3,"(+/- 0.7 )"
Workers,Occupation,"Civilian employed population 16 years and over",358206,"(+/- 9300 )"
Workers,Occupation,"Management, business, science, and arts occupations",153551,"(+/- 5685 )"
Workers,Occupation,"Service occupations",62763,"(+/- 4088 )"
Workers,Occupation,"Sales and office occupations",89645,"(+/- 4598 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",25922,"(+/- 2840 )"
Workers,Occupation,"Production, transportation, and material moving occupations",26325,"(+/- 2613 )"
Workers,Industry,"Civilian employed population 16 years and over",358206,"(+/- 9300 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",625,"(+/- 445 )"
Workers,Industry,Construction,20697,"(+/- 2731 )"
Workers,Industry,Manufacturing,15051,"(+/- 2090 )"
Workers,Industry,"Wholesale trade",10855,"(+/- 1601 )"
Workers,Industry,"Retail trade",39157,"(+/- 3826 )"
Workers,Industry,"Transportation and warehousing, and utilities",18126,"(+/- 2064 )"
Workers,Industry,Information,8880,"(+/- 1404 )"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",35109,"(+/- 3292 )"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",46432,"(+/- 3241 )"
Workers,Industry,"Educational services, and health care and social assistance",99752,"(+/- 4978 )"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",26609,"(+/- 2839 )"
Workers,Industry,"Other services, except public administration",18413,"(+/- 2221 )"
Workers,Industry,"Public administration",18500,"(+/- 2240 )"
Workers,"Class of Worker","Civilian employed population 16 years and over",358206,"(+/- 9300 )"
Workers,"Class of Worker","Private wage and salary workers",281421,"(+/- 8488 )"
Workers,"Class of Worker","Government workers",57529,"(+/- 3857 )"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",18826,"(+/- 2289 )"
Workers,"Class of Worker","Unpaid family workers",430,"(+/- 267 )"
Housing,"Housing Occupancy","Total housing units",243400,"(+/- 3969 )"
Housing,"Housing Occupancy","Occupied housing units",230997,"(+/- 4100 )"
Housing,"Housing Occupancy","Vacant housing units",12403,"(+/- 1960 )"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,"(+/- 0.5 )"
Housing,"Housing Occupancy","Rental vacancy rate",4.1,"(+/- 1.5 )"
Housing,"Housing Tenure","Occupied housing units",230997,"(+/- 4100 )"
Housing,"Housing Tenure",Owner-occupied,178420,"(+/- 4066 )"
Housing,"Housing Tenure",Renter-occupied,52577,"(+/- 3885 )"
Housing,"Housing Tenure","Average household size of owner-occupied unit",3.14,"(+/- 0.06 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.88,"(+/- 0.16 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",230997,"(+/- 4100 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",21146,"(+/- 2028 )"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",45278,"(+/- 3026 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",64397,"(+/- 3509 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",43420,"(+/- 2635 )"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",24049,"(+/- 2130 )"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",32707,"(+/- 2214 )"
Housing,Value,"Owner-occupied units",178420,"(+/- 4066 )"
Housing,Value,"Less than $50,000",1440,"(+/- 409 )"
Housing,Value,"$50,000 to $99,999",1222,"(+/- 523 )"
Housing,Value,"$100,000 to $149,999",1876,"(+/- 599 )"
Housing,Value,"$150,000 to $199,999",3504,"(+/- 811 )"
Housing,Value,"$200,000 to $299,999",16208,"(+/- 1769 )"
Housing,Value,"$300,000 to $499,999",84675,"(+/- 3688 )"
Housing,Value,"$500,000 to $999,999",63242,"(+/- 2646 )"
Housing,Value,"$1,000,000 or more",6253,"(+/- 985 )"
Housing,Value,"Median (dollars)",458000,"(+/- 4675 )"
Housing,"Mortgage Status","Owner-occupied units",178420,"(+/- 4066 )"
Housing,"Mortgage Status","Housing units with a mortgage",114933,"(+/- 4239 )"
Housing,"Mortgage Status","Housing units without a mortgage",63487,"(+/- 2901 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",114933,"(+/- 4239 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",305,"(+/- 227 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",1902,"(+/- 607 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",4351,"(+/- 812 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",10744,"(+/- 1614 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",18425,"(+/- 1907 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",22512,"(+/- 2537 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",56694,"(+/- 2968 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2983,"(+/- 54 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",63487,"(+/- 2901 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1109,"(+/- 436 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1482,"(+/- 492 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",2947,"(+/- 762 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",4394,"(+/- 871 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",6002,"(+/- 1046 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",47553,"(+/- 2418 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1263,"(+/- 33 )"
Housing,"Gross Rent","Occupied units paying rent",49456,"(+/- 3698 )"
Housing,"Gross Rent","Less than $500",3619,"(+/- 789 )"
Housing,"Gross Rent","$500 to $999",5095,"(+/- 972 )"
Housing,"Gross Rent","$1,000 to $1,499",13840,"(+/- 2293 )"
Housing,"Gross Rent","$1,500 to $1,999",13376,"(+/- 2080 )"
Housing,"Gross Rent","$2,000 to $2,499",6988,"(+/- 1619 )"
Housing,"Gross Rent","$2,500 to $2,999",3833,"(+/- 1217 )"
Housing,"Gross Rent","$3,000 or more",2705,"(+/- 995 )"
Housing,"Gross Rent","Median (dollars)",1581,"(+/- 69 )"
Housing,"Gross Rent","No rent paid",3121,"(+/- 892 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",230997,"(+/- 4100 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",7875,"(+/- 1418 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",5985,"(+/- 1038 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",11773,"(+/- 1656 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",14514,"(+/- 1795 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",17871,"(+/- 1871 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",29461,"(+/- 2317 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",27737,"(+/- 2512 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",46286,"(+/- 3202 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",30873,"(+/- 2671 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",38622,"(+/- 2647 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",100178,"(+/- 4439 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",127276,"(+/- 3601 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",717958,"(+/- 13483 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",682351,"(+/- 12157 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",568769,"(+/- 13789 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",210438,"(+/- 8402 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",35607,"(+/- 4373 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",162768,"(+/- 6254 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",3165,"(+/- 1398 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.7,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.1,"(+/- 1.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.1,"(+/- 0.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.6,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.6,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",15.9,"(+/- 3.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",26.4,"(+/- 5.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.7,"(+/- 12.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.8,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",9.5,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",9.3,"(+/- 2.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.8,"(+/- 3.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",8.5,"(+/- 2.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.1,"(+/- 0.7 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.0,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",5.1,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.8,"(+/- 2.2 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",190039,"(+/- 6480 )"
Education,"School Enrollment","Nursery school, preschool",11243,"(+/- 1903 )"
Education,"School Enrollment",Kindergarten,10978,"(+/- 1636 )"
Education,"School Enrollment","Elementary school (grades 1-8)",70931,"(+/- 3913 )"
Education,"School Enrollment","High school (grades 9-12)",42846,"(+/- 2772 )"
Education,"School Enrollment","College or graduate school",54041,"(+/- 3612 )"
Education,"Educational Attainment","Population 25 years and over",492563,"(+/- 8231 )"
Education,"Educational Attainment","Less than 9th grade",29234,"(+/- 3560 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",21769,"(+/- 2366 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",115927,"(+/- 5493 )"
Education,"Educational Attainment","Some college, no degree",78012,"(+/- 4751 )"
Education,"Educational Attainment","Associate's degree",38354,"(+/- 3641 )"
Education,"Educational Attainment","Bachelor's degree",114902,"(+/- 5291 )"
Education,"Educational Attainment","Graduate or professional degree",94365,"(+/- 4187 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.6,"(+/- 0.8 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",42.5,"(+/- 1.2 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 04 Estimate","District 04 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",265713,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",10,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",a,D
Business,"Paid employees for pay period including March 12",Utilities,823,J
Business,"Paid employees for pay period including March 12",Construction,14532,G
Business,"Paid employees for pay period including March 12",Manufacturing,9402,G
Business,"Paid employees for pay period including March 12","Wholesale trade",9761,G
Business,"Paid employees for pay period including March 12","Retail trade",41157,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",9857,G
Business,"Paid employees for pay period including March 12",Information,4467,H
Business,"Paid employees for pay period including March 12","Finance and insurance",15210,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",4363,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",23771,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2250,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13753,G
Business,"Paid employees for pay period including March 12","Educational services",13710,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",52073,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6301,H
Business,"Paid employees for pay period including March 12","Accommodation and food services",28256,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",15968,G
Business,"Paid employees for pay period including March 12","Industries not classified",32,H
Business,"Annual payroll ($1,000)","Total for all sectors",12811155,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",1061,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",D,D
Business,"Annual payroll ($1,000)",Utilities,85519,J
Business,"Annual payroll ($1,000)",Construction,1078185,G
Business,"Annual payroll ($1,000)",Manufacturing,459787,G
Business,"Annual payroll ($1,000)","Wholesale trade",625956,G
Business,"Annual payroll ($1,000)","Retail trade",1217871,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",498383,G
Business,"Annual payroll ($1,000)",Information,355640,H
Business,"Annual payroll ($1,000)","Finance and insurance",1432940,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",271176,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",1449662,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",215181,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",575919,G
Business,"Annual payroll ($1,000)","Educational services",510024,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2790927,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",218097,H
Business,"Annual payroll ($1,000)","Accommodation and food services",561273,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",460939,G
Business,"Annual payroll ($1,000)","Industries not classified",1233,G
Business,"Total Establishments","Total for all sectors",24473,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",4,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",3,X
Business,"Total Establishments",Utilities,21,X
Business,"Total Establishments",Construction,2291,X
Business,"Total Establishments",Manufacturing,547,X
Business,"Total Establishments","Wholesale trade",1386,X
Business,"Total Establishments","Retail trade",3267,X
Business,"Total Establishments","Transportation and warehousing",671,X
Business,"Total Establishments",Information,313,X
Business,"Total Establishments","Finance and insurance",1358,X
Business,"Total Establishments","Real estate and rental and leasing",1071,X
Business,"Total Establishments","Professional, scientific, and technical services",3671,X
Business,"Total Establishments","Management of companies and enterprises",64,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1503,X
Business,"Total Establishments","Educational services",333,X
Business,"Total Establishments","Health care and social assistance",2921,X
Business,"Total Establishments","Arts, entertainment, and recreation",369,X
Business,"Total Establishments","Accommodation and food services",1968,X
Business,"Total Establishments","Other services (except public administration)",2672,X
Business,"Total Establishments","Industries not classified",40,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
