Housing,"Gross Rent","$500 to $999",42799,"(+/- 2949 )"
Housing,"Gross Rent","$1,000 to $1,499",16972,"(+/- 2021 )"
Housing,"Gross Rent","$1,500 to $1,999",3758,"(+/- 837 )"
Housing,"Gross Rent","$2,000 to $2,499",700,"(+/- 309 )"
Housing,"Gross Rent","$2,500 to $2,999",543,"(+/- 364 )"
Housing,"Gross Rent","$3,000 or more",599,"(+/- 375 )"
Housing,"Gross Rent","Median (dollars)",809,"(+/- 21 )"
Housing,"Gross Rent","No rent paid",5846,"(+/- 1070 )"
Socioeconomic,"Income and Benefits (In 2016 inflationlation-adjusted dollars)","Total households",277069,"(+/- 4448 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Less than $10,000",17693,"(+/- 2217 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$10,000 to $14,999",14066,"(+/- 1702 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$15,000 to $24,999",28987,"(+/- 2491 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$25,000 to $34,999",29687,"(+/- 2103 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$35,000 to $49,999",40029,"(+/- 3523 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$50,000 to $74,999",53234,"(+/- 3139 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$75,000 to $99,999",37250,"(+/- 2563 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$100,000 to $149,999",36817,"(+/- 2384 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$150,000 to $199,000",12058,"(+/- 1415 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","$200,000 or more",7248,"(+/- 1156 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Median household income (dollars)",52350,"(+/- 1216 )"
Socioeconomic,"Income and Benefits (In 2016 inflation-adjusted dollars)","Mean household income (dollars)",68200,"(+/- 1844 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population",678466,"(+/- 4347 )"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage",644077,"(+/- 5622 )"
Socioeconomic,"Health Insurance Coverage","With private health insurance",479235,"(+/- 7934 )"
Socioeconomic,"Health Insurance Coverage","With public coverage",279346,"(+/- 8536 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",34389,"(+/- 4206 )"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",143653,"(+/- 2253 )"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5523,"(+/- 1847 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",8.9,"(+/- 1.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",15.8,"(+/- 2.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.9,"(+/- 4.6 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.4,"(+/- 0.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.2,"(+/- 1.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.9,"(+/- 3.8 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",26.7,"(+/- 3.5 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",35.5,"(+/- 5.0 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.8,"(+/- 10.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",13.7,"(+/- 1.1 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",18.9,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",18.5,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.2,"(+/- 3.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",17.1,"(+/- 2.4 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.3,"(+/- 0.9 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",7.5,"(+/- 1.3 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",10.1,"(+/- 1.2 )"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.1,"(+/- 1.7 )"
Education,"School Enrollment","Population 3 years and over enrolled in school",155650,"(+/- 3548 )"
Education,"School Enrollment","Nursery school, preschool",9147,"(+/- 1210 )"
Education,"School Enrollment",Kindergarten,7808,"(+/- 1208 )"
Education,"School Enrollment","Elementary school (grades 1-8)",62478,"(+/- 1856 )"
Education,"School Enrollment","High school (grades 9-12)",35101,"(+/- 1843 )"
Education,"School Enrollment","College or graduate school",41116,"(+/- 2488 )"
Education,"Educational Attainment","Population 25 years and over",492810,"(+/- 3226 )"
Education,"Educational Attainment","Less than 9th grade",16922,"(+/- 2026 )"
Education,"Educational Attainment","9th to 12th grade, no diploma",35151,"(+/- 2679 )"
Education,"Educational Attainment","High school graduate (includes equivalency)",176575,"(+/- 4475 )"
Education,"Educational Attainment","Some college, no degree",92562,"(+/- 4676 )"
Education,"Educational Attainment","Associate's degree",57232,"(+/- 3510 )"
Education,"Educational Attainment","Bachelor's degree",63053,"(+/- 3611 )"
Education,"Educational Attainment","Graduate or professional degree",51315,"(+/- 3173 )"
Education,"Educational Attainment","Percent high school graduate or higher",89.4,"(+/- 0.7 )"
Education,"Educational Attainment","Percent bachelor's degree or higher",23.2,"(+/- 0.9 )"

"Source: 2016 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 21 Estimate","District 21 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",179106,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",553,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",456,G
Business,"Paid employees for pay period including March 12",Utilities,981,H
Business,"Paid employees for pay period including March 12",Construction,8238,G
Business,"Paid employees for pay period including March 12",Manufacturing,20559,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5314,G
Business,"Paid employees for pay period including March 12","Retail trade",36390,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6889,G
Business,"Paid employees for pay period including March 12",Information,3627,G
Business,"Paid employees for pay period including March 12","Finance and insurance",4480,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",1978,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5218,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2544,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",6098,G
Business,"Paid employees for pay period including March 12","Educational services",5063,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",37425,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3265,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",22670,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",7316,G
Business,"Paid employees for pay period including March 12","Industries not classified",42,J
Business,"Annual payroll ($1,000)","Total for all sectors",6585851,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",22495,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",24167,G
Business,"Annual payroll ($1,000)",Utilities,80410,H
Business,"Annual payroll ($1,000)",Construction,473724,G
Business,"Annual payroll ($1,000)",Manufacturing,1072786,G
Business,"Annual payroll ($1,000)","Wholesale trade",264636,G
Business,"Annual payroll ($1,000)","Retail trade",921536,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",254772,G
Business,"Annual payroll ($1,000)",Information,146483,G
Business,"Annual payroll ($1,000)","Finance and insurance",226958,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",64355,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",231199,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",137855,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",187416,G
Business,"Annual payroll ($1,000)","Educational services",147188,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1633063,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",74797,G
Business,"Annual payroll ($1,000)","Accommodation and food services",436832,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",184052,G
Business,"Annual payroll ($1,000)","Industries not classified",1127,G
Business,"Total Establishments","Total for all sectors",15497,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",117,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",37,X
Business,"Total Establishments",Utilities,67,X
Business,"Total Establishments",Construction,1741,X
Business,"Total Establishments",Manufacturing,592,X
Business,"Total Establishments","Wholesale trade",458,X
Business,"Total Establishments","Retail trade",2869,X
Business,"Total Establishments","Transportation and warehousing",426,X
Business,"Total Establishments",Information,276,X
Business,"Total Establishments","Finance and insurance",674,X
Business,"Total Establishments","Real estate and rental and leasing",546,X
Business,"Total Establishments","Professional, scientific, and technical services",951,X
Business,"Total Establishments","Management of companies and enterprises",65,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",635,X
Business,"Total Establishments","Educational services",124,X
Business,"Total Establishments","Health care and social assistance",1866,X
Business,"Total Establishments","Arts, entertainment, and recreation",435,X
Business,"Total Establishments","Accommodation and food services",2081,X
Business,"Total Establishments","Other services (except public administration)",1500,X
Business,"Total Establishments","Industries not classified",37,X

"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
